track_name,artist_name,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,track_uri
Baby,Ashanti,265707,0.0084,0.567,0.58,5.37e-06,4,0.0342,-5.757,0,0.223,157.596,4,0.46,55,spotify:track:6cZPfzVtkicrA3CyjqYKhu
On Purpose (feat. 40 Cobras),Dougie F,206909,0.537,0.533,0.733,1.98e-06,7,0.251,-5.337,0,0.0312,118.931,4,0.713,26,spotify:track:2xYRBc5tQk6y8T7io7CRAc
You Belong Here,J.T. Machinima,253714,0.0771,0.732,0.884,0,1,0.138,-4.872,1,0.107,140.017,4,0.745,0,spotify:track:4ZVBqVlBh5cIPfN7A3gIFh
Random,G-Eazy,180333,0.00353,0.603,0.783,0,9,0.216,-6.891,1,0.138,87.154,4,0.182,53,spotify:track:422lAAWQO9TqL1LxIPdhOn
My Eyes Adored You,Frankie Valli,212013,0.238,0.461,0.499,0,11,0.135,-10.443,0,0.0316,137.687,4,0.387,58,spotify:track:2yDQVcj26tpi9IUJhw9xDs
Forever (feat. Musiq Soulchild/Syleena Johnson as 9ine),The Floacist,305267,0.552,0.561,0.518,0.00335,5,0.114,-8.834,0,0.0519,60.337,4,0.368,0,spotify:track:2SMUdKeNMIfchBwfy9QDyf
Rimas pa' seducir,Cultura Profética,187053,0.774,0.766,0.309,0,11,0.106,-9.922,1,0.0427,123.974,4,0.457,0,spotify:track:371wHShA5ERqTuwuRj8xgG
Bad Girls,MKTO,194880,0.0256,0.768,0.901,3.64e-06,1,0.0925,-4.76,1,0.0853,87.979,4,0.818,33,spotify:track:3F97NSex1rBX2ekPQsHAsT
Wild Thoughts,DJ Khaled,204173,0.0329,0.671,0.672,0,0,0.118,-3.094,0,0.0688,97.979,4,0.632,69,spotify:track:1OAh8uOEOvTDqkKFsKksCi
A Poor Man's Roses (Or A Rich Man's Gold),Patsy Cline,157907,0.867,0.425,0.0727,2.56e-05,9,0.134,-18.995,1,0.033,85.743,4,0.642,0,spotify:track:5Xkd4kRL8OMR8lyIW6KvSk
In Bloom - Nevermind Version,Nirvana,255080,3.33e-05,0.436,0.876,0.000104,10,0.205,-4.902,0,0.0647,157.044,4,0.512,65,spotify:track:30HCB1FoE77IfGRyNv4eFq
Like It's Over (feat. MNDR),Jai Wolf,318000,0.139,0.411,0.802,0.038,0,0.118,-1.701,1,0.0329,89.983,4,0.185,0,spotify:track:1mNNuEw8HB8AO69hbC36ow
Human - Bassnectar Remixxx,Zion I,182791,0.00181,0.747,0.777,0.392,7,0.0932,-4.129,1,0.0695,86.003,4,0.0952,0,spotify:track:1VArOPAgOq9uxNpPsiakiS
If 60's Were 90's,The Beautiful People,370659,0.0964,0.617,0.789,0.00626,8,0.0919,-6.282,0,0.0439,91.012,4,0.432,0,spotify:track:1jGCoEsYDGvFFJVeuWzIar
Walking Away,Jason Aldean,217907,0.0576,0.495,0.7,0,9,0.14,-4.959,1,0.0316,155.946,4,0.388,32,spotify:track:12utEDJIkWakIdxCqAedaf
Time In A Bottle,Jim Croce,147960,0.854,0.543,0.256,0,2,0.149,-11.573,1,0.0343,134.257,3,0.635,0,spotify:track:1pmYAWY7Kwaj84U3xZxLML
What If You Stay,Chuck Wicks,235093,0.333,0.517,0.53,0,5,0.135,-6.562,1,0.0253,140.011,4,0.23,16,spotify:track:3l5QM5TxTOUGgDMohVKmk0
Crew - Lido Remix,GoldLink,221000,0.0161,0.763,0.677,0,1,0.358,-8.364,0,0.0709,130.028,4,0.501,27,spotify:track:0BW2dDMThgAUzWTySIZdDm
Closing Shot,Lindstrøm,503649,0.00217,0.777,0.918,0.885,5,0.451,-7.799,0,0.0523,123.002,4,0.877,22,spotify:track:1ROqr2iZR9SSGv0PvlPssV
Zou Bisou Bisou,Gillian Hills,135653,0.889,0.769,0.483,0.0102,8,0.0626,-9.177,1,0.0381,130.991,4,0.839,0,spotify:track:0uXaqBGpEIYzu2HggSMJ4d
I Want It All,Karmin,227000,0.127,0.787,0.839,8.41e-06,5,0.115,-2.98,0,0.0376,114.983,4,0.724,34,spotify:track:6GciucEjChWvkyxUGlN09o
Merry Christmas Darling (Glee Cast Version),Glee Cast,182600,0.642,0.337,0.467,3.22e-06,11,0.164,-9.755,0,0.0338,83.867,4,0.177,9,spotify:track:6kKOHjqqplM53wfKj7MsQS
Broken Home,5 Seconds of Summer,220709,0.128,0.585,0.631,0,10,0.105,-5.522,0,0.0264,128.001,4,0.5,47,spotify:track:5TMjhlh25Oitlh3LBKdfMi
Got My Mind Made Up,2Pac,312640,0.0157,0.813,0.897,0.00106,6,0.0391,-4.592,0,0.264,93.029,4,0.863,0,spotify:track:3AYFNoXF0xw5Shsg0lHvBn
Te comence a querer,"Tito ""El Bambino""",209587,0.114,0.809,0.531,4.57e-06,4,0.125,-8.008,1,0.0302,130.004,4,0.89,0,spotify:track:7GkT7GQc60CkXTCAVNNcfy
So Young,Portugal. The Man,246480,0.348,0.671,0.445,5.93e-05,4,0.155,-7.842,0,0.0291,75.996,4,0.811,57,spotify:track:4SNtyKNyYJ8ERT7YLlnFBr
Megalovania,String Player Gamer,188697,0.00202,0.506,0.97,0.841,7,0.0665,-3.524,1,0.0769,114.916,4,0.548,0,spotify:track:6aLdd56HA7xeQF7S2SCe0t
Angel [Single Version #2],Anita Baker,268227,0.703,0.621,0.417,5.65e-05,9,0.0911,-10.295,0,0.0314,80.994,4,0.489,20,spotify:track:1C54Drpr31IjGjm9pywVuY
Fancy,Iggy Azalea,199938,0.0904,0.912,0.716,0,10,0.0491,-4.141,0,0.0697,94.981,4,0.377,66,spotify:track:3W3KtDwAIg3mAruSpnfG3Q
"Sorry, Blame It On Me - Main",Akon,295720,0.251,0.709,0.65,2.32e-05,7,0.0731,-7.371,1,0.273,176.141,4,0.543,0,spotify:track:6m5jURnwGHY1pVw0sJqBBq
Taking Pictures Of You,The Kooks,161840,0.22,0.659,0.523,0,2,0.343,-7.784,1,0.0332,135.79,4,0.54,0,spotify:track:6ll2eCh0oltgwXoKGDPUuh
Just Like Honey,The Jesus and Mary Chain,182493,8.02e-05,0.341,0.552,0.616,8,0.0591,-10.503,1,0.0423,121.361,4,0.486,57,spotify:track:1LwP9g1Hjbs64jXM2Qsxry
Eyes to the Sky,Walt Gabbard,246867,0.144,0.581,0.641,4.51e-05,5,0.109,-8.062,1,0.0269,95.134,4,0.541,30,spotify:track:11BQaOuCrTaHBRxCHAL4Ig
Unskinny Bop - 2006 - Remaster,Poison,228067,0.0657,0.574,0.93,7.78e-06,1,0.108,-2.949,1,0.0413,92.303,4,0.69,59,spotify:track:1Z6lKdYhwp8WYoBqGCKxlM
Work All Day,Portugal. The Man,178947,0.327,0.688,0.848,0.000245,2,0.123,-4.838,0,0.0287,83.952,4,0.923,0,spotify:track:6lQPjlK9jPN9oPnSltqDXR
Drinks On Us,Mike WiLL Made-It,311163,0.365,0.774,0.628,8.94e-05,10,0.0991,-6.536,0,0.274,128.982,4,0.485,49,spotify:track:3Z4iF2sFcW63WclmUYd7IE
Drink On It,Blake Shelton,211067,0.0365,0.643,0.725,1.2e-06,7,0.326,-5.632,1,0.0231,93.975,4,0.683,42,spotify:track:7haN4XreV4WkoBQmkYM709
Die Young (in the Style of Ke$ya) [Instrumental Version],The Karaoke Studio,222213,0.0137,0.784,0.604,0.939,1,0.085,-6.046,0,0.0415,128.024,4,0.502,0,spotify:track:6kEz8nJZ80yIASk2V7DXID
"Mine, Mine, Mine - From ""Pocahontas"" / Soundtrack Version",Mel Gibson,185947,0.798,0.504,0.309,4.56e-05,0,0.539,-13.946,1,0.0636,72.304,4,0.583,41,spotify:track:41uJggpcL0qwQasVkKV50y
Runaway - Re-Recording,Del Shannon,147080,0.0893,0.712,0.819,2.96e-06,2,0.11,-6.826,1,0.0939,143.563,4,0.739,18,spotify:track:3tW6vU1CZo9vchbClQTUXK
See The Sky,Breathe Carolina,204808,0.000647,0.394,0.853,0.000377,6,0.0785,-3.413,1,0.0559,149.835,4,0.163,0,spotify:track:36SqebZtPVO5AHqZIxjuje
Time,Lauren Sanderson,192689,0.175,0.695,0.667,0,7,0.879,-5.57,0,0.102,119.983,4,0.207,0,spotify:track:7EBKqmhej53QbnX05pveyz
Jag såg mamma kyssa tomten,Troll,146467,0.174,0.728,0.685,0.000117,0,0.215,-11.824,1,0.0319,109.67,4,0.882,38,spotify:track:6s1R9UKMaSkAreX9vgRNqB
Crystalised (Dark Sky Remix),The xx,295025,0.0749,0.734,0.571,0.728,11,0.138,-7.307,0,0.0542,139.928,4,0.431,0,spotify:track:1c1OUeRthmOiKtXfwloKro
Life Is a River,Derek Ryan,266333,0.64,0.297,0.366,5.19e-05,8,0.11,-9.375,1,0.0274,164.201,3,0.235,0,spotify:track:77cZtQsmGb6j9tmRu213Fp
King Kunta,Kendrick Lamar,234693,0.00589,0.884,0.657,0,6,0.154,-4.569,0,0.0977,107.059,4,0.489,71,spotify:track:0N3W5peJUQtI4eyR6GJT5O
Lightning Rod,The Offspring,200440,0.00165,0.372,0.662,0,5,0.0997,-5.418,0,0.0623,183.648,4,0.385,0,spotify:track:6SxUb1tZ2REnx2DV0YjE4S
Me & U,Cassie,192213,0.352,0.803,0.454,0,8,0.0655,-4.802,0,0.0294,99.99,4,0.739,71,spotify:track:7k6IzwMGpxnRghE7YosnXT
Side Kick,Rancid,121030,0.0166,0.44,0.913,0,0,0.189,-7.944,1,0.134,136.692,4,0.663,41,spotify:track:3tNYGRRCSU9wot9lXdX8Rh
Boomerang,The Summer Set,209733,0.0469,0.647,0.931,0,11,0.202,-2.513,0,0.157,94.014,4,0.814,0,spotify:track:4WndyaUksY3WL2WD8C8EPT
Fist Heart Mighty Dawn Dart,Ty Segall,196286,0.00171,0.275,0.567,0.22,4,0.133,-5.692,1,0.0374,82.001,4,0.542,19,spotify:track:31Tcc6jCba7ed8Z8YK9juV
Beautiful Day - Dub Mix,Tantsui,338250,0.138,0.81,0.664,0.863,1,0.0917,-8.617,1,0.0719,125.001,4,0.457,0,spotify:track:5FT73Wrap0AvibCDSm6MTz
Away In A Manger,Anthony Hamilton,167280,0.551,0.489,0.326,0,11,0.444,-8.815,0,0.0823,83.689,4,0.607,13,spotify:track:5xSGKKdFRn8ppf7hGBvQvN
Purpose,Justin Bieber,210160,0.9,0.481,0.285,0,0,0.123,-10.848,1,0.0424,130.029,4,0.316,0,spotify:track:3jHCXrZNz8fQEEf4BpWCAj
Karma,ALMA,198665,0.286,0.876,0.545,0.000476,11,0.106,-6.868,0,0.0489,108.975,4,0.643,0,spotify:track:2EZAQ2b1ZG3WjnYzTtgwfj
Something That Produces Results,The Early November,162267,0.207,0.483,0.819,0,1,0.511,-4.147,1,0.0644,67.322,4,0.52,0,spotify:track:6bVYfzZxDrC4BSqVhYJFGt
Outside - Pt. 1,Trey Songz,167400,0.605,0.604,0.621,0,8,0.103,-7.263,1,0.28,72.843,4,0.681,19,spotify:track:7anIk58CM5VcKM8ULSf3wj
Gangsta,ScHoolboy Q,231773,0.113,0.644,0.935,0,7,0.422,-3.888,1,0.345,128.958,4,0.603,45,spotify:track:2dUkCUXXoknwsLwuGaL4bA
Kids Get Away,Jamaican Queens,221680,0.000335,0.535,0.872,0.0195,7,0.302,-6.913,1,0.092,179.995,4,0.309,14,spotify:track:1vOMzKXb7H4olUVllRc1mB
Mad At The Clouds,crash,200400,0.915,0.599,0.276,0.000393,6,0.115,-13.107,0,0.0306,93.817,4,0.285,3,spotify:track:2PI22Xu3epDojovqebY8pR
Jump - 2015 Remastered Version,Van Halen,241600,0.171,0.572,0.835,0.000377,0,0.0702,-6.219,1,0.0317,129.981,4,0.795,74,spotify:track:7N3PAbqfTjSEU1edb2tY8j
Jesus Paid It All - Everything Glorious Album Version,Kristian Stanfill,327400,0.0925,0.317,0.562,0,11,0.893,-8.719,1,0.0343,76.915,3,0.218,43,spotify:track:73EIpn5AcedCWPOmxWMxH9
IHOP,Kevin Gates,191359,0.178,0.715,0.521,0,5,0.266,-11.025,0,0.949,88.435,4,0.815,27,spotify:track:0bC3jzBFrFnmoKliNYNvdX
Out Of Time Man,Mick Harvey,177440,0.0799,0.475,0.65,0.000112,0,0.0893,-8.386,1,0.037,133.838,4,0.631,39,spotify:track:4CFJqiSoxO6QCRRJtSFPeu
In the Mood,Tyrone Davis,249613,0.201,0.599,0.398,0.00324,7,0.245,-10.14,0,0.03,69.709,4,0.504,45,spotify:track:1ED87KotKtaIilIWKsYYc5
There Goes,Alan Jackson,235560,0.0863,0.714,0.502,2.37e-06,11,0.204,-8.216,1,0.0254,114.595,4,0.561,15,spotify:track:25Iq3dnxn8jkuZvub6I2ye
Nada,Leaf,212187,0.0679,0.869,0.485,3.64e-06,9,0.219,-5.274,0,0.0852,128.986,4,0.522,0,spotify:track:5Ns6jJf4gjm8gAmDgGVGD6
I8,Cook Laflare,218410,0.0221,0.78,0.518,0,10,0.138,-10.899,0,0.128,142.02,4,0.435,0,spotify:track:5qp6aUFTID3HeTHVjYz9he
Freeway - Flux Pavilion and Kill The Noise Remix,Flux Pavilion,165558,0.0718,0.573,0.746,0.0261,7,0.101,-6.425,0,0.22,139.905,4,0.15,16,spotify:track:4zl9PlxEgWnlAywWZjV4IR
Cali Pachanguero,Grupo Niche,309920,0.69,0.654,0.72,0,8,0.2,-7.731,1,0.0395,99.911,4,0.678,0,spotify:track:3SXWtn3YbXOuz6s9LN8LeJ
Goodiez,Jauz,187500,0.0719,0.735,0.921,0.033,1,0.129,-3.074,0,0.0799,128.045,4,0.445,34,spotify:track:3dU78enIZekTqKuBAgFgCe
Slim Pickens Does The Right Thing And Rides The Bomb To Hell,The Offspring,156000,0.0297,0.526,0.982,0,0,0.315,-1.383,1,0.0716,148.997,4,0.6,0,spotify:track:5eH017RTykSLpuozd00Z86
Store Bought Bones,The Raconteurs,145107,0.000758,0.237,0.846,2.05e-06,11,0.202,-5.779,0,0.132,173.049,4,0.433,0,spotify:track:68jxmu2oEYdWSfebIvSKEd
Champion,Buju Banton,237533,0.0752,0.774,0.614,0,4,0.0989,-9.853,0,0.32,179.874,4,0.53,0,spotify:track:3ve4SE07EHa7myUxF1ejsP
Like I Loved You,Brett Young,207187,0.196,0.582,0.568,0,1,0.0841,-6.051,1,0.0297,76.025,4,0.64,63,spotify:track:3T6MAweakkNrMYs8jZIWtg
Hum Drum Blues,Holly Cole,336547,0.892,0.553,0.289,0.00942,2,0.217,-13.647,0,0.07,117.308,4,0.296,3,spotify:track:5IrFZkMlNU6EQ6zIK9ECeS
Soul of a Man,Stark Sands,202427,0.321,0.484,0.713,0,0,0.156,-5.546,1,0.0372,162.18,4,0.477,33,spotify:track:1aceQjRY92RCxd46WxylcX
Go Flex,Post Malone,179613,0.228,0.665,0.498,0,5,0.0757,-8.185,1,0.0832,81.967,4,0.127,74,spotify:track:5yuShbu70mtHXY0yLzCQLQ
Overtime,Cash Cash,246447,0.0665,0.55,0.875,0,11,0.658,-0.755,0,0.3,113.707,4,0.291,0,spotify:track:2zQpjL265aTmcT9rny6qot
Collarbone,Fujiya & Miyagi,244005,0.0201,0.948,0.561,0.156,5,0.0918,-7.362,0,0.143,112.993,4,0.774,40,spotify:track:3yRV0V5l87Q6EyEnv3d7YJ
Don't Get Me Wrong - 2007 Remastered Version,Pretenders,227463,0.139,0.46,0.932,0.00504,0,0.114,-6.264,1,0.0468,203.617,4,0.849,60,spotify:track:6Wiamk8BAAP50gAAJopsy2
Exáltate,Marcos Witt,122787,0.421,0.414,0.523,0,10,0.361,-6.939,1,0.0298,117.29,4,0.287,0,spotify:track:2o1MlejOS4ANLfAub5Yq2o
Silencio,Ibrahim Ferrer,278640,0.883,0.335,0.306,0.00577,7,0.102,-10.559,1,0.0277,79.609,4,0.268,0,spotify:track:00wSD5E1UWPf63ZG78Lfx3
Where I'm Going,Cut Copy,214107,0.0208,0.533,0.864,0.772,8,0.138,-4.403,1,0.0348,120.999,4,0.733,0,spotify:track:7MfRi20CPCJAUYsGFqQ8EO
Whatta Man,Salt-N-Pepa,308360,0.162,0.753,0.545,4.7e-05,2,0.241,-10.685,0,0.21,173.227,4,0.917,0,spotify:track:3eRsSIhorhBnLrsy2uhM8r
Cute Without The 'E' (Cut From The Team),Taking Back Sunday,211547,0.0394,0.402,0.859,0,1,0.0745,-4.41,0,0.0466,95.31,4,0.514,0,spotify:track:6PsISpFaCEKwysPfwO9SfC
We Found Love (Glee Cast Version),Glee Cast,214960,0.0143,0.732,0.799,0.00134,6,0.163,-4.992,1,0.0646,127.991,4,0.67,29,spotify:track:3JCqj1UuBXCLvpceZscXYr
Coming Over (feat. James Hersey),Dillon Francis,178333,0.227,0.631,0.661,1.43e-06,5,0.166,-5.5,0,0.0999,174.031,4,0.698,50,spotify:track:6m3ZWIXhjoV76syT1j2oE9
Crank It Up,Colt Ford,200442,0.00686,0.759,0.68,0,7,0.0629,-4.481,1,0.0456,112.966,4,0.962,46,spotify:track:3mqrfe5u8PY39YNwlYME25
Desperados,Andy Mineo,215765,0.0697,0.679,0.796,0,2,0.168,-3.802,1,0.149,138.024,4,0.272,0,spotify:track:3PPx8HHsDiQnvSPa8I1vyN
Even If It Breaks Your Heart,Eli Young Band,220520,0.000159,0.495,0.527,0.0163,0,0.1,-4.742,1,0.0351,208.067,4,0.574,62,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U
Solarflare,Yung Lean,200230,0.22,0.343,0.724,0.0586,4,0.422,-10.556,0,0.271,175.107,4,0.284,0,spotify:track:6gfdYD9AfSHzXMAuFvqjto
The Big Bang,Rock Mafia,160200,0.124,0.902,0.816,8.94e-06,0,0.18,-3.077,0,0.0312,96.01,4,0.894,56,spotify:track:0SGojwNP2zUrgDyeoBQxYO
Girl In A Country Song,Maddie & Tae,217840,0.285,0.59,0.908,0,8,0.36,-3.789,1,0.084,160.028,4,0.874,55,spotify:track:1GRiBe0kNCNYpjwCHIyynI
Up Around The Bend,Creedence Clearwater Revival,161467,0.0606,0.589,0.85,0.779,2,0.274,-6.143,1,0.0343,130.318,4,0.813,61,spotify:track:36gPq8WG7tDxrblyGVUCiT
Who's Lovin You - Live,Jessie James Decker,253079,0.57,0.272,0.672,0,6,0.692,-4.919,1,0.0447,81.115,4,0.325,15,spotify:track:4e5gqTm7vE2YVR8Y9DxWka
La conocí bailando (feat. K-Narias) - Radio edit,Dr. Bellido,181116,0.265,0.711,0.841,0,0,0.268,-3.803,0,0.0322,104.033,4,0.658,49,spotify:track:7fZJWsOEdr8aP8okxyTBGd
Lights,SOHN,269631,0.851,0.729,0.72,0.695,11,0.108,-11.625,0,0.102,119.97,4,0.203,0,spotify:track:5MpBlVHG377GcdgooyxO4e
Deal with the Devil,Pop Evil,201427,0.000253,0.611,0.981,0.0155,6,0.0656,-3.503,1,0.0516,115.97,4,0.522,0,spotify:track:6LEpnhwG1zFp7rmSgzt9qr
Otherside (feat. Fences) [Ryan Lewis Remix],Macklemore & Ryan Lewis,346164,0.523,0.612,0.568,0,4,0.217,-8.555,0,0.0743,116.247,4,0.23,47,spotify:track:3JIqogHHQIQW1uJ5Yivb88
Rebellion (Lies),Arcade Fire,310893,0.00744,0.401,0.933,0.627,8,0.318,-5.682,1,0.0344,127.193,4,0.734,59,spotify:track:0xOeB16JDbBJBJKSdHbElT
Tiny Dancer,Elton John,377093,0.396,0.415,0.425,0.000407,0,0.143,-11.082,1,0.0278,145.234,4,0.281,0,spotify:track:4BGJSbB5rAcg4pNzD4gfxU
Trying To Stop Your Leaving,Dierks Bentley,218147,0.00847,0.617,0.57,5.15e-05,7,0.0985,-5.562,1,0.0302,111.846,4,0.395,30,spotify:track:7zOtXBS23pOhmef9hv6CKk
If I Ruled the World (Imagine That),Nas,282373,0.0474,0.879,0.564,9.43e-06,10,0.0519,-7.682,0,0.247,93.908,4,0.523,66,spotify:track:5PQmSHzWnlgG4EBuIqjac2
Endless Summer Nights,Richard Marx,270693,0.12,0.582,0.467,0,10,0.298,-12.597,1,0.0391,165.21,4,0.879,55,spotify:track:2iXH35MhsqO5Ry8a7iptpJ
Elastic Heart (Rock Version),Written by Wolves,293538,0.000733,0.479,0.872,0,6,0.11,-3.719,0,0.0515,129.886,4,0.208,45,spotify:track:4Ng14pKFvjrLPqI1hgYfIN
Satisfaction - RL Grime Remix,Benny Benassi,259147,0.131,0.791,0.999,0.469,11,0.347,-1.881,1,0.272,144.994,4,0.143,0,spotify:track:4nQA1dSDFtYUxyZB48rSFS
Giants Fall,Francesca Battistelli,186000,0.00831,0.601,0.715,0,11,0.47,-4.843,1,0.0362,94.976,4,0.606,42,spotify:track:43yFiQ18Nhnb2YJwk09f3a
Keeping Pace With Planes,Conditions,223120,1.12e-05,0.24,0.961,0.14,9,0.253,-5.299,1,0.0786,181.972,4,0.219,13,spotify:track:3W14HYk8ePaCmwLKB8FHte
No Heroes - Original Mix,Firebeatz,245002,0.00365,0.725,0.877,0.181,11,0.0594,-4.09,0,0.0451,127.992,4,0.411,0,spotify:track:5IOGE0nZzLeUDYtc5m3pr0
Simple Gifts: Four Shaker Songs: No. 3. Here Take This Lovely Flower,Frank Ticheli,131320,0.984,0.198,0.044,0.912,3,0.121,-23.883,1,0.0445,66.699,3,0.0381,17,spotify:track:2E1jswPdXzuELwK5KgRdXr
Nissim,The Gaslamp Killer,271822,0.127,0.474,0.837,0.0197,5,0.169,-6.503,1,0.0514,165.844,4,0.241,0,spotify:track:2eWEwCXPsjwxrxlGc77jXE
The Seed (2.0),The Roots,267933,0.039,0.758,0.957,0,7,0.133,-2.282,1,0.0357,111.119,4,0.966,0,spotify:track:0W0BDGgVnwWwMEaWwEZntk
Rehab,Amy Winehouse,213760,0.0473,0.434,0.872,1.83e-06,0,0.396,-2.974,1,0.0702,71.515,4,0.732,0,spotify:track:4osg3vT6sXv6wNxm9Z6ucQ
Note to Self,J. Cole,875307,0.855,0.657,0.455,0,8,0.171,-8.673,1,0.112,83.273,4,0.326,0,spotify:track:01VGA34ATxwp0Xo1ldduo2
Monsoon,Amber Mark,277152,0.319,0.668,0.621,1.93e-06,0,0.0796,-9.02,1,0.087,99.911,4,0.3,0,spotify:track:4tJlOZSSg7xT8UMqAwiZtK
Liam Rides a Pony,Polyrhythmics,258933,0.0894,0.646,0.888,0.918,6,0.052,-6.897,0,0.0615,164.672,4,0.982,10,spotify:track:7A0JXDcCSNHMN16Gc4ZW8K
Little Dreamer - 2015 Remastered Version,Van Halen,201760,0.024,0.382,0.811,1.29e-06,11,0.261,-6.191,0,0.0361,179.149,4,0.733,45,spotify:track:0AiUx0SP4HK1DJPwi20cEn
Jump Around,House Of Pain,214947,0.0113,0.854,0.71,8.72e-05,4,0.166,-6.32,0,0.0793,106.894,4,0.818,2,spotify:track:3TZwjdclvWt7iPJUnMpgcs
Look At Me Now,Chris Brown,222587,0.0339,0.767,0.677,5.51e-06,11,0.144,-6.128,0,0.184,146.155,4,0.538,0,spotify:track:0LWQWOFoz5GJLqcHk1fRO2
Gobbledigook,Sigur Rós,186693,0.0818,0.528,0.952,0.311,2,0.353,-6.338,1,0.0698,177.366,3,0.778,31,spotify:track:55l3ZlpxGMKkVqs41yXChK
You Can't Always Get What You Want,The Rolling Stones,448720,0.675,0.319,0.627,7.29e-05,0,0.289,-9.611,1,0.0687,85.818,4,0.497,0,spotify:track:72WZtWs6V7uu3aMgMmEkYe
"Burn, Burn",lostprophets,216240,0.00128,0.382,0.971,0,2,0.22,-4.462,1,0.181,163.787,4,0.171,0,spotify:track:1Y0iARJI6JCrb9PMODzUA8
Have You Ever Had,Bebe Winans,258013,0.35,0.511,0.767,0,7,0.451,-5.173,1,0.0869,177.947,4,0.678,1,spotify:track:3qWsFNsfvnHWm4tDKvpZIX
Drop It Off,Young Dolph,165020,0.189,0.754,0.618,0,2,0.161,-6.272,1,0.347,156.142,3,0.601,34,spotify:track:2WFdlRkayA3E9x0KU29mck
Off the Floor,The Northern Empty,286591,0.528,0.507,0.208,9.16e-06,2,0.114,-13.562,1,0.036,147.036,4,0.155,17,spotify:track:7eMlLNKSFElQD4q2Eq1MdW
Running in the 90s,RichaadEB,228129,3.88e-06,0.391,0.948,0.000708,9,0.189,-6.187,0,0.101,158.566,4,0.237,0,spotify:track:4z1OTvKWtgxqNxzAzFda79
Without You,Lil Wayne,256327,0.00629,0.738,0.525,0,1,0.103,-8.147,1,0.179,136.004,4,0.4,0,spotify:track:4afPlIW1ok4hY2UJCDkibk
Ups And Downs,Ho'okoa,276827,0.186,0.791,0.649,0,7,0.0958,-6.956,1,0.0325,135.997,4,0.832,0,spotify:track:1hCH8R3RLQNAg60sU7DyaM
'tis So Sweet To Trust In Jesus,Page CXVI,253520,0.0902,0.435,0.415,0.0635,1,0.0852,-11.41,0,0.0305,115.013,4,0.138,30,spotify:track:0IIRQLWP8BAgVIr1EfQ7WW
Novocaine,Fall Out Boy,226867,0.00653,0.528,0.973,0.00118,4,0.356,-2.764,0,0.102,135.965,4,0.502,0,spotify:track:2d6mCgK3KOvAs81JQqPI4Y
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,181880,0.0802,0.645,0.541,0,10,0.325,-6.312,0,0.0385,95.061,4,0.411,51,spotify:track:270aLuFCbX32hhBr8MQyPM
Fever,Ben E. King,177867,0.837,0.666,0.365,8.62e-05,0,0.189,-14.32,0,0.0594,118.072,4,0.679,16,spotify:track:1KeQZOOkxQe7UcuK6jkPEx
yes,Musiq Soulchild,221800,0.235,0.527,0.765,0,10,0.25,-5.025,0,0.256,173.767,4,0.681,34,spotify:track:4QoQgNqZRWs9euigbbYP1A
Hold My Liquor,Kanye West,326947,0.0194,0.497,0.322,7.72e-06,8,0.115,-10.358,1,0.0333,106.976,4,0.04,60,spotify:track:5nIu0VwPOsjkF61zfevLKh
Where I Wanna Be,Donell Jones,253627,0.52,0.664,0.396,0,5,0.268,-9.131,0,0.0298,102.053,4,0.453,54,spotify:track:2uZwyxrg6VPvlVsvclIfel
2 Legit 2 Quit - feat. Saja,MC Hammer,333624,0.0394,0.853,0.884,6.83e-06,1,0.0313,-6.771,1,0.0836,124.542,4,0.668,47,spotify:track:4ZnKSrukEcPuMxGrcZEEh1
Surfin' Bird,The Trashmen,143467,0.00133,0.582,0.931,0.000757,11,0.353,-13.552,1,0.0499,99.254,4,0.85,0,spotify:track:19uIXB2GaFqNcKPSrmjnvw
Lip Gloss,Lil Mama,219773,0.41,0.619,0.87,1.37e-06,2,0.0571,-4.956,1,0.501,188.772,4,0.94,61,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS
I'll Name the Dogs,Blake Shelton,183640,0.171,0.348,0.87,4.4e-06,4,0.202,-5.86,1,0.137,83.392,4,0.763,57,spotify:track:609qKv3KPAbdtp0LQH2buA
Them Bones,Alice In Chains,149467,0.0235,0.159,0.946,8.06e-06,9,0.387,-5.756,1,0.0629,165.014,1,0.309,65,spotify:track:4A065x9kJt955eGVqf813g
As Much As I Ever Could,City and Colour,325013,0.903,0.564,0.239,0.00031,9,0.234,-12.524,0,0.0323,118.573,3,0.129,0,spotify:track:2WGUeqGSMddbJydjhFkLIt
The Way I Move,Young Buck,216000,0.0171,0.68,0.734,0,8,0.0996,-7.816,1,0.154,160.136,4,0.298,0,spotify:track:5DUQjnghP1pEWuwQe5Ra7W
Keep Me,Khalid,276227,0.368,0.778,0.574,0,2,0.126,-7.775,0,0.0327,112.048,4,0.663,51,spotify:track:6SWHTMywuTXLFlMQ75cAuu
Confetti,Big K.R.I.T.,198763,0.0518,0.686,0.633,1.09e-05,1,0.083,-8.321,0,0.2,85.955,4,0.218,39,spotify:track:3dTpCTapp53S88tyMOVosR
